id,nom,type_etablissement,telephone,adresse,ville,garde
2430,Pharmacie De Settat,pharmacie,0523403865,"56, bd. allal el fassi, en face kissariat zzahra et snak italie de direction rue dehbiya Settat",Settat,garde 24h/24
2448,Pharmacie Derb Omar,pharmacie,0523404493,Pharmacie Derb Omar SETTAT,Settat,
2947,Pharmacie El Wafaa,pharmacie,0523403333,"34, av des F.a.r. Settat",Settat,
2969,Pharmacie ElAmal,pharmacie,0523403585,"74, bd Bouchaïb Bellabssir Settat",Settat,
3230,Pharmacie ElSettati,pharmacie,0523400730,"235, bd. la Princesse Lalla Aïcha Settat",Settat,
3449,Pharmacie Er-razi,pharmacie,0523723582,"114, av. des Far Settat",Settat,
3461,Pharmacie Essaada,pharmacie,0523722837,"83, rue Aïn Louh , Mabrouka Settat",Settat,
3804,Pharmacie Hanine,pharmacie,0523402507,"51, rue des Martyrs Settat",Settat,
3864,Pharmacie Hôpital Hassan 2,pharmacie,0523406210,bd bir anzarane _ hay mebrouka Settat,Settat,
3911,Pharmacie Ibn Abbad,pharmacie,0523402122,"200, av des F.a.r. Settat",Settat,
3936,Pharmacie Ibn Sina,pharmacie,0523404151,"157, bd lalla a?cha Settat",Settat,
4326,Pharmacie Maarouf,pharmacie,0523402256,"362, bd des f.a.r. Settat",Settat,
4701,Pharmacie Motaouakkil,pharmacie,0523723619,"9, bd. hassan ii , imm. boutaleb, près du cinéma al ahram Settat",Settat,
4893,Pharmacie Nazih,pharmacie,0523400312,"16, bd. Mohamed Zerktouni Settat",Settat,
5085,Pharmacie Pam,pharmacie,0523403558,n°37 rue moulay slimane. hay pam. près des taxis ben hmed- mosquée pam SETTAT,Settat,
5160,Pharmacie Rabha,pharmacie,0523724586,"41, bd Changuit , Smaâla Settat",Settat,
5328,Pharmacie Rayhana Farah,pharmacie,0523726499,"1 Bis, rue Khansaa , hay Farah II Settat",Settat,
5398,Pharmacie Ridouan,pharmacie,0523401340,65. boulevard abdelkrim al khattabi. hay maymouna Settat,Settat,
5593,Pharmacie Rohi,pharmacie,0523401580,"751, bd Changhit Settat",Settat,garde 24h/24
5763,Pharmacie Salman,pharmacie,0523404314,Pharmacie Salman SETTAT,Settat,
5669,Pharmacie Saïd,pharmacie,0523720085,Pharmacie Saïd SETTAT,Settat,
6334,Pharmacie Sidi Abdelkrim,pharmacie,0523722707,"164, bd ourika , bloc pam Settat",Settat,
7339,Pharmacie Sidki,pharmacie,0523724647,"233, bd ElArbi ElOuadi Settat",Settat,
7699,Pharmacie Smaâla,pharmacie,0523405015,"148, bd. Mohamed Zerktouni Settat",Settat,
8000,Pharmacie Tantaoui,pharmacie,0523723118,"13, bd la Résistance Settat",Settat,
2827,Pharmacie du train,pharmacie,0523403477,"8 Bis, rue de la gare , Smaâla Settat",Settat,
8388,Pharmacie Ahlam,pharmacie,0523349916,44 rue Aswane SIDI BENNOUR,Sidi Bennour,
2531,Pharmacie Ain Chifa,pharmacie,0523359104,127 Bd Mohamed V Sidi bennour,Sidi Bennour,
2117,Pharmacie Al Masjid,pharmacie,0523359463,509 Av 20 Aout bloc Pam Sidi bennour,Sidi Bennour,garde 24h/24
2041,Pharmacie Al Qods,pharmacie,0523349292,413 Bd Massira lotiss. Widad Sidi bennour,Sidi Bennour,
6507,Pharmacie AlHassania,pharmacie,0523359035,18 rue Ibrahim Roudani SIDI BENNOUR,Sidi Bennour,
1081,Pharmacie AlMotahida,pharmacie,0523349220,Avenue de l'armée royale Sidi bennour,Sidi Bennour,
1099,Pharmacie AlMoustakbal,pharmacie,0523349421,13 Bd Moulay Abdellah kiss. AlMoustakbal Sidi bennour,Sidi Bennour,
6470,Pharmacie AlWafaa,pharmacie,0523349314,Lotiss. Essaada II n°2 SIDI BENNOUR,Sidi Bennour,
7160,Pharmacie AlWidad,pharmacie,0523349922,132 bd. Amir Sidi Mohamed SIDI BENNOUR,Sidi Bennour,
6903,Pharmacie Alyassine,pharmacie,0523349060,42 lotiss. Alyassine SIDI BENNOUR,Sidi Bennour,
2653,Pharmacie Badr,pharmacie,0523349224,335 Avenue Massira Sidi bennour,Sidi Bennour,
6529,Pharmacie Belcouyed,pharmacie,0523359245,bd. Atoufah Ard ElKhair SIDI BENNOUR,Sidi Bennour,
1385,Pharmacie Bouroud,pharmacie,0523369210,705 Bd Mohamed V hay El Massira Sidi bennour,Sidi Bennour,
2837,Pharmacie Centrale,pharmacie,0523349145,109 bd Dakhla lotiss. Pam SIDI BENNOUR,Sidi Bennour,
6031,Pharmacie Charafi,pharmacie,0523359346,231 bd. ElMokhtar Essoussi Lot. Fath SIDI BENNOUR,Sidi Bennour,
6145,Pharmacie El Ghazali,pharmacie,0523359170,43 bd Al Amir Sidi Mohamed SIDI BENNOUR,Sidi Bennour,
7935,Pharmacie ElGrichet,pharmacie,0523369199,centre ElGrichet Cercle Sidi Bennour,Sidi Bennour,
6138,Pharmacie Errahma,pharmacie,0523369260,bd. My Abdellah 1 rue Imam Malek SIDI BENNOUR,Sidi Bennour,
6580,Pharmacie Errazi,pharmacie,0523369437,hay Pam n°627 SIDI BENNOUR,Sidi Bennour,
9078,Pharmacie Essalam,pharmacie,0523369377,41 Bis bd Houmane ElFetouaki Sidi Bennour - Maroc,Sidi Bennour,
1260,Pharmacie Grar,pharmacie,0523349647,250 Bd Dakhla citée Pam Sidi bennour,Sidi Bennour,
715,Pharmacie Ibn Sina,pharmacie,0523349034,2 Bd Oued Eddahab Pam Sidi bennour,Sidi Bennour,
6171,Pharmacie Ibnou Rochd,pharmacie,0523349518,10 bd. Hassan II SIDI BENNOUR,Sidi Bennour,
5969,Pharmacie Issaad,pharmacie,0523349975,rue Laayoune bd. Allal Ben Abdellah SIDI BENNOUR,Sidi Bennour,
8567,Pharmacie Kridid,pharmacie,0523356793,Sebt ElMaarif n°40 SIDI BENNOUR,Sidi Bennour,
7181,Pharmacie Meftah Elkhair,pharmacie,0523359622,lotiss. Massira n°491 SIDI BENNOUR,Sidi Bennour,
7065,Pharmacie Nadia,pharmacie,0523359068,68 X bd Hassan Ouazzani SIDI BENNOUR,Sidi Bennour,
6769,Pharmacie Noury,pharmacie,0523359130,28 lotiss. Ard Alkhair SIDI BENNOUR,Sidi Bennour,
8695,Pharmacie Ouled Aissa,pharmacie,0523386247,Had Oulad Aissa SIDI BENNOUR,Sidi Bennour,
8358,Pharmacie Ouled Si Bouhya,pharmacie,0523376070,centre ElGrichet SIDI BENNOUR,Sidi Bennour,
7034,Pharmacie Rajaa,pharmacie,0523369842,lotissement Amane n°38 SIDI BENNOUR,Sidi Bennour,
10045,Pharmacie Tarik,pharmacie,0523369275,Lotiss. Ard Lkheir Sidi Bennour,Sidi Bennour,
8680,Pharmacie Zyayna,pharmacie,0661152808,Pharmacie Zyayna SIDI BENNOUR,Sidi Bennour,
9103,Pharmacie de l'hôpital,pharmacie,0523359354,9 lot Ammar Sidi Bennour - Maroc,Sidi Bennour,
7911,Pharmacie du Village,pharmacie,0523349588,centre AlKaria cercle Rural Bouhman SIDI BENNOUR,Sidi Bennour,
10172,Pharmacie la Cité,pharmacie,0529824286,"av la Marche Verte , résid. Asaad, i4, mm. B1, bloc A n°4 Sidi Bennour",Sidi Bennour,
9090,Pharmacie la Famille,pharmacie,0523369392,250 lot Widad Sidi Bennour - Maroc,Sidi Bennour,
1489,Pharmacie la santé,pharmacie,0523359291,479 Pam bloc 5 Sidi bennour,Sidi Bennour,
1321,Pharmacie la victoire,pharmacie,0523349320,Bd des F.a.r Sidi bennour,Sidi Bennour,
7633,Pharmacie Ain Deffali,pharmacie,0537460745,Pharmacie Ain Deffali SIDI KACEM,Sidi Kacem,
7570,Pharmacie Ain Dorrif,pharmacie,0537909473,Pharmacie Ain Dorrif SIDI KACEM,Sidi Kacem,
8293,Pharmacie Aissaoui,pharmacie,0537799311,Pharmacie Aissaoui SIDI KACEM,Sidi Kacem,
314,Pharmacie Al Amal,pharmacie,0537594527,11 q. Miloud n° 16 Sidi kacem,Sidi Kacem,
8949,Pharmacie Al Houda,pharmacie,0668713111,route de Tanger lot. n°241/2 Sidi Kacem - Maroc,Sidi Kacem,
7701,Pharmacie Al Joulane,pharmacie,0537591077,Pharmacie Al Joulane SIDI KACEM,Sidi Kacem,
7729,Pharmacie Al Khawarizmi,pharmacie,0537595584,Pharmacie Al Khawarizmi SIDI KACEM,Sidi Kacem,
1342,Pharmacie Al Missaha (clinique),pharmacie,0537596624,32 hay Al Qods Sidi kacem,Sidi Kacem,
2083,Pharmacie Al Wifak,pharmacie,0537593332,61 rte de Meknès - Autre ville rue 16 hay El Kouch Sidi kacem,Sidi Kacem,
738,Pharmacie AlKhawarizmi,pharmacie,0690875123,Nouveau Quartier rue 20 n°2 Sidi kacem,Sidi Kacem,
7764,Pharmacie AlWahda,pharmacie,0537909663,q. Nouveau Khenichet SIDI KACEM,Sidi Kacem,
9437,Pharmacie AlWahda,pharmacie,0537998405,q. Nouveau Khenichet Sidi Kacem - Maroc,Sidi Kacem,
8165,Pharmacie AlWahda,pharmacie,0537998418,Pharmacie AlWahda SIDI KACEM,Sidi Kacem,
8100,Pharmacie Allaymoune,pharmacie,0537590334,hay Yasmine bloc C n°471 SIDI KACEM,Sidi Kacem,
8246,Pharmacie Azghar,pharmacie,0537591302,q. Azghar ang. rue 1 n°94 SIDI KACEM,Sidi Kacem,
30,Pharmacie Badr,pharmacie,0537592638,Rue 9 n°19 Sidi kacem,Sidi Kacem,
268,Pharmacie Bir Anzarane,pharmacie,0537593598,78 Rue Bir Anzarane Sidi kacem,Sidi Kacem,
7309,Pharmacie Chifa,pharmacie,0537909604,Jorf ElMalha SIDI KACEM,Sidi Kacem,
7483,Pharmacie Chrarda,pharmacie,0537595060,31 av Hassan II SIDI KACEM,Sidi Kacem,
7392,Pharmacie Croissant Rouge,pharmacie,0537593376,Pharmacie Croissant Rouge SIDI KACEM,Sidi Kacem,
9188,Pharmacie El Hekim,pharmacie,0667051774,hay Jawhara n° 1237 Sidi Kacem - Maroc,Sidi Kacem,
7300,Pharmacie ElFath,pharmacie,0537592707,bd de Rabat rue 33 n°91 SIDI KACEM,Sidi Kacem,
7910,Pharmacie ElJoulane,pharmacie,0537591012,hay ElMerse n°39 SIDI KACEM,Sidi Kacem,garde 24h/24
7697,Pharmacie Errazi,pharmacie,0537595193,Mlahla rue 67 n°6 SIDI KACEM,Sidi Kacem,
8247,Pharmacie Esperance,pharmacie,0537909709,Boutrika n°29 Teroaul SIDI KACEM,Sidi Kacem,
3095,Pharmacie Ezzahra,pharmacie,0537593065,rte de Tanger n°376 SIDI KACEM,Sidi Kacem,
8280,Pharmacie Haouafate,pharmacie,0537905504,q. Haouafate souk Jemaa SIDI KACEM,Sidi Kacem,
8184,Pharmacie Ibn Rochd,pharmacie,0672307537,Cité Nouvelle rue 21 n°3 SIDI KACEM,Sidi Kacem,
9253,Pharmacie Jorf,pharmacie,0537909630,bd ElFarran Jorf ElMelha Sidi Kacem - Maroc,Sidi Kacem,
8732,Pharmacie Kebdani,pharmacie,0537990426,lot. Hamid rue 8 Jorf ElMelha SIDI KACEM,Sidi Kacem,
7838,Pharmacie Ksar Aslouj,pharmacie,0537310026,Douar Ouled Moussa SIDI KACEM,Sidi Kacem,
7636,Pharmacie Lemnie,pharmacie,0537593590,hay Lmers rue 46 n°54 bis SIDI KACEM,Sidi Kacem,
8548,Pharmacie Maghreb Arrabe,pharmacie,0537594539,142 bd Mohammed V SIDI KACEM,Sidi Kacem,
7734,Pharmacie Ouargha,pharmacie,0537998133,31 av Hassan II Khnichat SIDI KACEM,Sidi Kacem,
8754,Pharmacie Principale,pharmacie,0537596989,23 bd Mohammed V SIDI KACEM,Sidi Kacem,
2859,Pharmacie Rmila,pharmacie,0537596024,33 rte de Rabat rue N2 Hay Rmila Sidi kacem,Sidi Kacem,
8645,Pharmacie Sahraoua,pharmacie,0537596045,hay Sahraoua rue 80 n°15 SIDI KACEM,Sidi Kacem,
7710,Pharmacie Sidi Bousber,pharmacie,0537597243,Sidi Bousber Cercle de Ouazzane SIDI KACEM,Sidi Kacem,
7740,Pharmacie Zirara,pharmacie,0537594755,Zirara Centre Slatna SIDI KACEM,Sidi Kacem,
2864,Pharmacie nouvelle,pharmacie,0537593346,33 Rue 22 Sidi kacem,Sidi Kacem,
6072,Pharmacie Al Markaz Assehi,pharmacie,0522969387,Pharmacie Al Markaz Assehi SIDI RAHAL,Sidi Rahal,
298,Pharmacie Agdal,pharmacie,0537501033,72 lotiss. Jalil Tazi Sidi slimane,Sidi Slimane,
640,Pharmacie Al Azhar,pharmacie,0537502984,286 bd Mohammed V Sidi slimane,Sidi Slimane,
726,Pharmacie Al Houda,pharmacie,0537505669,av Al Hansali hay Essalam bloc 20 n°9 Sidi slimane,Sidi Slimane,
768,Pharmacie Al Marjane,pharmacie,0530650730,bd Hassan II - Autre ville Sidi slimane,Sidi Slimane,
777,Pharmacie Al Masjid,pharmacie,0537502513,hay Salam bloc 17 n°23 SIDI SLIMANE,Sidi Slimane,
1876,Pharmacie Amine,pharmacie,0537502078,12 Av. Mohammed V rte Dar Belamri Sidi slimane,Sidi Slimane,
2114,Pharmacie Assafaa,pharmacie,0537501046,"Hay Essalam , bloc 40 n°8 Sidi slimane",Sidi Slimane,
2561,Pharmacie Beni Hssen,pharmacie,0537502176,55 av Mohamed Zerktouni Ouled ElGhazi rte de Dar Amri Sidi slimane,Sidi Slimane,garde 24h/24
2693,Pharmacie Bir Anzarane,pharmacie,0537502900,63 bd. Bir Anzarane SIDI SLIMANE,Sidi Slimane,
2697,Pharmacie Bismillah,pharmacie,0537500688,3 lotiss. Agdal SIDI SLIMANE,Sidi Slimane,
3064,Pharmacie Chifaa,pharmacie,0537503034,hay Laymoune bloc 27 n°7 SIDI SLIMANE,Sidi Slimane,
3439,Pharmacie Debbarh,pharmacie,0661491076,lot Agdal n° 3 Sidi slimane,Sidi Slimane,
4244,Pharmacie ElHay ElJadid,pharmacie,0537500650,"av Zerktouni , hay ElJadid Sidi slimane",Sidi Slimane,
4256,Pharmacie ElMerini,pharmacie,0537504925,6 av Hassan II Sidi slimane,Sidi Slimane,
4393,Pharmacie Enassr,pharmacie,0537503029,"hay Essalam , bloc 2 n°32 Sidi slimane",Sidi Slimane,
4525,Pharmacie Essalam,pharmacie,0537501418,hay Essalam bloc 10 n°63 Sidi slimane,Sidi Slimane,
9201,Pharmacie Hôpital,pharmacie,0537500040,18 av Maghreb El Arabi Sidi Slimane - Maroc,Sidi Slimane,
9132,Pharmacie Ibn Khaldoune,pharmacie,0537501968,hay Ibn Khaldoun Sidi Slimane - Maroc,Sidi Slimane,
4641,Pharmacie Ibn Sina,pharmacie,0537500504,hay Essalam bloc B n°6 Sidi slimane,Sidi Slimane,
4803,Pharmacie Jalal,pharmacie,0537500442,hay Essalam bloc G n°9 SIDI SLIMANE,Sidi Slimane,
4834,Pharmacie Jbirat,pharmacie,0537505523,21 bd Hassan II - Autre ville rte de Kenitra SIDI SLIMANE,Sidi Slimane,
4931,Pharmacie Karima,pharmacie,0661254737,141 q. administartif lotiss. Marjane Sidi slimane,Sidi Slimane,
7619,Pharmacie Mansouri,pharmacie,0537502012,321 av Mohammed V q. Khouribga Sidi slimane,Sidi Slimane,
7725,Pharmacie Ouled El Ghazi,pharmacie,0537505871,"10, av Zerktouni , lot. Lemhamed Sidi slimane",Sidi Slimane,
7835,Pharmacie Ouled Malek,pharmacie,0537505321,hay Ouled Zid Sidi slimane,Sidi Slimane,
7894,Pharmacie Populaire,pharmacie,0537502762,av Istiqlal ang. av Nations Unies Sidi slimane,Sidi Slimane,
7991,Pharmacie Saih,pharmacie,0537502626,av Hassan II hay Essalam SIDI SLIMANE,Sidi Slimane,
7996,Pharmacie Sidi Slimane,pharmacie,0537503889,2 av Mohamed Diouri hay Laymoune Sidi slimane,Sidi Slimane,
8417,Pharmacie Slimania,pharmacie,0537505922,"144, Slimania III Sidi slimane",Sidi Slimane,
8554,Pharmacie Yassine,pharmacie,0676306817,av la Resistance ouled Malek Sidi slimane,Sidi Slimane,
3719,Pharmacie du Beht,pharmacie,0537502040,"56, bd Mohammed V Sidi slimane",Sidi Slimane,
10232,Pharmacie du Gharb,pharmacie,0645512140,Sidi Slimane,Sidi Slimane,
3942,Pharmacie du Rharb,pharmacie,0537502254,28 bd Hassan II Sidi slimane,Sidi Slimane,
5022,Pharmacie la Clinique,pharmacie,0537501392,Hay Essalam bloc 5 n°10 SIDI SLIMANE,Sidi Slimane,
5411,Pharmacie la Résistance,pharmacie,0537503558,2 av la Résistance SIDI SLIMANE,Sidi Slimane,
6856,Pharmacie le Jasmin,pharmacie,0537502504,hay Salam bloc 26 n°24 Sidi slimane,Sidi Slimane,
7409,Pharmacie les Orangers,pharmacie,0537501965,12 av Mohammed V Ghoumareyene Sidi slimane,Sidi Slimane,
7426,Pharmacie les Urgences,pharmacie,0537503690,av de la Résistance SIDI SLIMANE,Sidi Slimane,
6782,Pharmacie Oujra,pharmacie,0537301096,433 rue Fatima oum Elbanine hay El Fath SIDI YAHIA DU GHARB,Sidi Yahia Du Gharb,
10146,Pharmacie Sidi Bennour,pharmacie,0523349271,"Av. Mohamed V, Sidi Bennour",Sidi-Bennour,
8526,Pharmacie Abderrahmane,pharmacie,0537742171,Pharmacie Abderrahmane Skhirat,Skhirat,
7220,Pharmacie Ain ELHayat,pharmacie,0533521617,Pharmacie Ain ELHayat Skhirat,Skhirat,
8112,Pharmacie AlMajd,pharmacie,0537620187,Pharmacie AlMajd Skhirat,Skhirat,
6249,Pharmacie Arrachade,pharmacie,0537742574,Pharmacie Arrachade Skhirat,Skhirat,
8581,Pharmacie Bichifa,pharmacie,0537742664,Pharmacie Bichifa Skhirat,Skhirat,
6096,Pharmacie Bouayba,pharmacie,0537620216,Pharmacie Bouayba Skhirat,Skhirat,
2756,Pharmacie Chaouki,pharmacie,0537742301,Pharmacie Chaouki Skhirat,Skhirat,
7251,Pharmacie Hicham,pharmacie,0537620578,Pharmacie Hicham Skhirat,Skhirat,
8657,Pharmacie Jaber,pharmacie,0537742612,Pharmacie Jaber Skhirat,Skhirat,
2965,Pharmacie L'Amphitrite,pharmacie,0537620005,Pharmacie L'Amphitrite Skhirat,Skhirat,
6618,Pharmacie Meriem,pharmacie,0537742577,Pharmacie Meriem Skhirat,Skhirat,
8570,Pharmacie Mosquée ElHouda,pharmacie,0537620637,Pharmacie Mosquée ElHouda Skhirat,Skhirat,
8088,Pharmacie Mounia,pharmacie,0537620030,Pharmacie Mounia Skhirat,Skhirat,
1271,Pharmacie Ouled Ghanem,pharmacie,0537742909,Pharmacie Ouled Ghanem Skhirat,Skhirat,
7912,Pharmacie Palais des Congrés,pharmacie,0537742743,Pharmacie Palais des Congrés Skhirat,Skhirat,
7208,Pharmacie Raji,pharmacie,0537742516,Pharmacie Raji Skhirat,Skhirat,
6314,Pharmacie Salma,pharmacie,0537742257,Pharmacie Salma Skhirat,Skhirat,
8795,Pharmacie Sebbah,pharmacie,0537628481,souk el had lot n°2 commune sebbah Skhirate,Skhirat,
8290,Pharmacie Taoufik,pharmacie,0537742022,Pharmacie Taoufik Skhirat,Skhirat,
8606,Pharmacie Zouhair,pharmacie,0537620166,Pharmacie Zouhair Skhirat,Skhirat,
8588,Pharmacie du Bien Etre,pharmacie,0537620564,Pharmacie du Bien Etre Skhirat,Skhirat,
8174,Pharmacie l'Erac,pharmacie,0537620558,Pharmacie l'Erac Skhirat,Skhirat,
6312,Pharmacie les Palmeraies,pharmacie,0537742232,Pharmacie les Palmeraies Skhirat,Skhirat,
9161,Pharmacie Achokr,pharmacie,0537620376,333 Ain El Hayat 3 Skhirate - Maroc,Skhirate,
9220,Pharmacie Aïn Arroz,pharmacie,0537620062,5 rte Aïn Arroz Skhirate - Maroc,Skhirate,
9172,Pharmacie Fadoua,pharmacie,0673022609,38 lotiss. Al Moustakbal Skhirate - Maroc,Skhirate,
9179,Pharmacie Jnane Skhirat,pharmacie,0537787378,48 lotiss. Al Warda centre Sud Skhirate - Maroc,Skhirate,
9214,Pharmacie Skhirat,pharmacie,0537742170,7 Aïn Rouz Skhirate - Maroc,Skhirate,
6983,Pharmacie Smara,pharmacie,0528899133,Pharmacie Smara,Smara,
7423,Pharmacie Al Amal,pharmacie,0535660265,Rfaif Sefrou,Séfrou,
2773,Pharmacie Assalam,pharmacie,0533740720,887 av. Mohamed Yakhlaf Ben Seffar Sefrou,Séfrou,
221,Pharmacie Avicenne,pharmacie,0535660562,bd Amir Abdelkader Sefrou,Séfrou,
7561,Pharmacie Aïn Karma,pharmacie,0535404271,Pharmacie Aïn Karma SEFROU,Séfrou,
1176,Pharmacie Bab ElMakam,pharmacie,0535661765,4 rue Ibn Tachfine SEFROU,Séfrou,
7769,Pharmacie Ben Seffar,pharmacie,0535969013,"104, lotissement Hind , hay Ennahda lot. n°5 Sefrou",Séfrou,
7896,Pharmacie Bouayad,pharmacie,0534439606,Pharmacie Bouayad SEFROU,Séfrou,
612,Pharmacie Boudarham 2,pharmacie,0535682479,Rte Al Manzel n°558 hay Boudarham Sefrou,Séfrou,
728,Pharmacie Cascades,pharmacie,0535682925,rue Errachad bloc 2 n°°167 Séfrou,Séfrou,
8791,Pharmacie Chabbak,pharmacie,0535969207,"Q. Chabbak 1 , n°117 bis Sefrou",Séfrou,
207,Pharmacie Charifi,pharmacie,0535660689,av ElIdrissi rue 227 n°97 Habouna Séfrou,Séfrou,garde 24h/24
7915,Pharmacie Fadil,pharmacie,0535661818,648 rue Aghaliba Sefrou,Séfrou,
9029,Pharmacie Habitat,pharmacie,0535969242,114 bd Hassan 1ér Sette Massouda Séfrou,Séfrou,
1595,Pharmacie Habouna El Jadida,pharmacie,0535661894,312 av Ibnou Sina Habouna Séfrou,Séfrou,
8169,Pharmacie Hay El Farah,pharmacie,0535683073,"hay El Farah , station Ziz Sefrou",Séfrou,
8972,Pharmacie Hay Elouz,pharmacie,0535661394,q. Elouz Ben Seffar n°44 Séfrou - Maroc,Séfrou,
1370,Pharmacie Hay Sidi Boumediane,pharmacie,0535969448,hay Sidi Boumediane lot. Hind n°130 Séfrou,Séfrou,
7509,Pharmacie Khalil,pharmacie,0535660737,1218 Zalagh Ben Sefar SEFROU,Séfrou,
119,Pharmacie Laaouini,pharmacie,0535683887,102 Lotissement Lalla Moulati rte. El Menzel Sefrou,Séfrou,
8579,Pharmacie Laaouini,pharmacie,0535969429,Pharmacie Laaouini SEFROU,Séfrou,
971,Pharmacie Lmassjid,pharmacie,0661355153,lot Massay n°118 Sefrou,Séfrou,
1678,Pharmacie Mhirez,pharmacie,0535682650,lotiss. Essalam n°32 Mhirez Sefrou,Séfrou,garde 24h/24
7335,Pharmacie Pasteur,pharmacie,0535969580,Pharmacie Pasteur SEFROU,Séfrou,
2226,Pharmacie Rachad,pharmacie,0550116595,rue Errachad Séfrou,Séfrou,
8971,Pharmacie Razi,pharmacie,0535969460,220 av Yaâcoub El Mansour Séfrou - Maroc,Séfrou,
7589,Pharmacie Rhizlane,pharmacie,0535683411,Pharmacie Rhizlane SEFROU,Séfrou,
8488,Pharmacie Route de Boulmane,pharmacie,0611262805,"72, lotiss. Moulay Ismail Sefrou",Séfrou,
8997,Pharmacie Route de Fès,pharmacie,0535969538,route de Fès Séfrou - Maroc,Séfrou,
8207,Pharmacie Setti Massaouda,pharmacie,0535660672,134 bd Moulay Ismail SEFROU,Séfrou,
9014,Pharmacie Sidi Ahmed Tadli,pharmacie,0535660348,318 bd Abdelkrim Khattabi Séfrou - Maroc,Séfrou,
357,Pharmacie Sidi Lahcen Lyoussi,pharmacie,0535660429,281 derb El Miter Sefrou,Séfrou,
7522,Pharmacie Slaoui Al Jadida,pharmacie,0535969200,530 av Yacoub El Mansour SEFROU,Séfrou,
2674,Pharmacie Zghari,pharmacie,0659797970,12 x bd Hassan II lot Karim hay Ennasr Sefrou,Séfrou,
8391,Pharmacie Zine El Abidine,pharmacie,0535969632,"lotiss. Atlas , Ben Seffar Sefrou",Séfrou,
1,Pharmacie centrale,pharmacie,0535660484,1 pl. Bab El Mrabaa Sefrou,Séfrou,
8346,Pharmacie de Garde,pharmacie,0614571759,Pharmacie de Garde SEFROU,Séfrou,
2815,Pharmacie de Sefrou,pharmacie,0535660268,Boulevard Mohammed V Sefrou,Séfrou,
7319,Pharmacie du Stade,pharmacie,0535662572,72 Lotissement Ben Hamza Massy Sefrou,Séfrou,garde 24h/24
3118,Pharmacie la Famille,pharmacie,0535662264,lotissement Bir Anzarane Ben Seffar n°19 Séfrou,Séfrou,
7882,Pharmacie la Province,pharmacie,0535682139,q. chram v.n. Sefrou,Séfrou,
8251,Pharmacie les Cérises,pharmacie,0535683583,140 Ibnou Zaidoun Habouna SEFROU,Séfrou,
9746,Pharmacie Ibn Rochd,pharmacie,0539991026,66 av. Abderrahim Bouabid lotiss. Wilaya T?touan - Maroc,T?Touan,
2660,Pharmacie Al Mahata,pharmacie,0528878066,bd Mohammed V ang rue ouled Tidrarine Tan tan,Tan Tan,
1706,Pharmacie Al Masjid,pharmacie,0528766222,7 av Chahid Mehdi Bouya hay Sahara Tan tan,Tan Tan,
8200,Pharmacie AlFajr,pharmacie,0528878895,Pharmacie AlFajr TAN TAN,Tan Tan,
8787,Pharmacie AlFath,pharmacie,0528765161,"bd AlFath , hay AlJadid Tan tan",Tan Tan,
8050,Pharmacie AlJanoub,pharmacie,0528765454,190 bd Bir Anzarane Tan tan,Tan Tan,
773,Pharmacie Almadina,pharmacie,0528877264,52 rue Tarfaya Tan tan,Tan Tan,garde 24h/24
7785,Pharmacie Andalous,pharmacie,0528765252,hay Sahara bloc C n°7 Tan tan,Tan Tan,
317,Pharmacie Avenue Assalam,pharmacie,0528766333,67 av Assalam hay Jadid Tan tan,Tan Tan,
4610,Pharmacie Bir Anzarane,pharmacie,0528878478,88 av. Bir Anzaran Tan tan,Tan Tan,
9262,Pharmacie Bouanane,pharmacie,0528765774,519 av. Mohamed V Ain Rahma Tan Tan - Maroc,Tan Tan,
805,Pharmacie Centrale,pharmacie,0528877344,276 bd. Mohamed V TAN TAN,Tan Tan,
4471,Pharmacie Chaâb,pharmacie,0528765673,1 av Mokhtar Soussi Tan tan,Tan Tan,
9264,Pharmacie Chifaa,pharmacie,0528766916,hay Ain Rahma rue 18 Tan Tan - Maroc,Tan Tan,
7678,Pharmacie Ennour,pharmacie,0528765799,32 rue Ecole Lalla Meryem TAN TAN,Tan Tan,
565,Pharmacie Hay El Massira,pharmacie,0528765614,hay Al Massira bloc 3 n°2 Tan tan,Tan Tan,
8301,Pharmacie Ibn Sina,pharmacie,0528765118,hay Nahda n°65 Tan tan,Tan Tan,
1295,Pharmacie Ichbilia,pharmacie,0528765859,55 rue Ichbilia - Autre ville bloc Z Tan tan,Tan Tan,
8589,Pharmacie Mekka,pharmacie,0527575127,Pharmacie Mekka TAN TAN,Tan Tan,
1556,Pharmacie Meryame,pharmacie,0528766868,Hay Al Jadid Tan tan,Tan Tan,
5115,Pharmacie Sahara,pharmacie,0528877573,106 bd Hassan II Tan tan,Tan Tan,
8794,Pharmacie Tiguiria,pharmacie,0528765872,hay Tiguiria Tan tan,Tan Tan,garde 24h/24
3179,Pharmacie Zineb,pharmacie,0528879299,Pharmacie Zineb TAN TAN,Tan Tan,
70,Pharmacie de Tantan,pharmacie,0528877073,106 Boulevard Mohamed V Tan tan,Tan Tan,
4050,Pharmacie de l'Hôpital,pharmacie,0528765140,Hay Sahara Bloc D n°5 Tan tan,Tan Tan,
484,Pharmacie la Résistance,pharmacie,0528877777,av la Résistance Tan tan,Tan Tan,
9937,Pharmacie Aazib Abakiwke,pharmacie,0520233191,"Hay Aazib Abakiw RDC Tranche N. 4414B, Tanger 90001",Tanger,
